date,delay,distance,origin,destination
01011852,0,296,Hamburg-Altona,Leipzig Hbf
01011456,0,562,Westerland(Sylt),Dresden Hbf
01012026,5,400,Berlin Ostbahnhof,Münster(Westf)Hbf
01012022,0,527,Berlin Ostbahnhof,Karlsruhe Hbf
01012019,0,228,Berlin Südkreuz,Munster(Örtze)
01012021,15,361,Berlin Hbf (tief),Flensburg
01011956,5,881,Berlin Südkreuz,Paris Est
01011945,0,426,Berlin Gesundbrunnen,Frankfurt(Main)Hbf
01011937,0,479,Berlin Ostbahnhof,Köln Hbf
01011937,30,479,Berlin Ostbahnhof,Köln Hbf
01011923,0,426,Berlin Ostbahnhof,Frankfurt(Main)Hbf
01010526,0,820,Villach Hbf,Hamburg-Altona
01011751,5,296,Leipzig Hbf,Hamburg-Altona
01011859,0,420,Berlin Südkreuz,Frankfurt(Main)Hbf
01011652,0,393,Hamburg-Altona,Frankfurt(Main)Hbf
01011837,0,479,Berlin Ostbahnhof,Köln Hbf
01011837,0,480,Berlin Ostbahnhof,Bonn Hbf
01011615,0,380,Hamburg-Altona,Dresden Hbf
01011826,0,400,Berlin Ostbahnhof,Münster(Westf)Hbf
01011201,15,514,Emden Außenhafen,Cottbus
01011808,0,259,Berlin Südkreuz,Hamburg-Altona
01011747,10,473,Berlin Südkreuz,Köln Hbf
01011737,0,471,Berlin Ostbahnhof,Koblenz Hbf
01011737,10,479,Berlin Ostbahnhof,Köln Hbf
01011740,0,522,Berlin Hbf,Warszawa Wschodnia
01010525,0,932,Budapest-Keleti pu,Hamburg-Altona
01011551,0,363,Leipzig Hbf,Kiel Hbf
01011701,20,473,Berlin Südkreuz,Köln Hbf
01010708,0,789,Krakow Glowny,Hamburg-Altona
01011649,0,420,Berlin Südkreuz,Frankfurt(Main)Hbf
01011452,0,296,Hamburg-Altona,Leipzig Hbf
01011637,0,479,Berlin Ostbahnhof,Köln Hbf
01011637,5,542,Berlin Ostbahnhof,Aachen Hbf
01011626,0,588,Berlin Ostbahnhof,Schiphol (Airport)
01011609,20,259,Berlin Südkreuz,Hamburg-Altona
01011547,0,420,Berlin Südkreuz,Frankfurt(Main)Hbf
01011537,0,471,Berlin Ostbahnhof,Koblenz Hbf
01011537,0,479,Berlin Ostbahnhof,Köln Hbf
01011350,0,296,Leipzig Hbf,Hamburg-Altona
01011458,0,473,Berlin Südkreuz,Köln Hbf
01011242,0,296,Hamburg-Altona,Leipzig Hbf
01011437,0,480,Berlin Ostbahnhof,Bonn Hbf
01011437,5,471,Berlin Ostbahnhof,Köln/Bonn Flughafen
01011440,0,522,Berlin Hbf,Warszawa Wschodnia
01011426,0,588,Berlin Ostbahnhof,Schiphol (Airport)
01011408,0,259,Berlin Südkreuz,Hamburg-Altona
01011337,0,478,Berlin Ostbahnhof,Düsseldorf Hbf
01011337,0,479,Berlin Ostbahnhof,Köln Hbf
01010540,0,670,Brno hl.n.,Hamburg-Altona
01011259,0,420,Berlin Südkreuz,Frankfurt(Main)Hbf
01011237,0,479,Berlin Ostbahnhof,Köln Hbf
01011237,0,471,Berlin Ostbahnhof,Köln/Bonn Flughafen
01011237,0,526,Berlin Gesundbrunnen,Wien Praterstern
01011226,0,588,Berlin Ostbahnhof,Schiphol (Airport)
01011208,0,259,Berlin Südkreuz,Hamburg-Altona
01011137,0,478,Berlin Ostbahnhof,Düsseldorf Hbf
01011137,10,479,Berlin Ostbahnhof,Köln Hbf
01011115,30,455,Berlin Ostbahnhof,Aarhus
01011115,0,358,Berlin Ostbahnhof,Koebenhavn H
01010951,0,296,Leipzig Hbf,Hamburg-Altona
01011101,0,420,Berlin Südkreuz,Frankfurt(Main)Hbf
01010906,0,293,Hamburg Hbf,Leipzig Hbf
01011037,0,479,Berlin Ostbahnhof,Köln Hbf
01011037,0,478,Berlin Ostbahnhof,Düsseldorf Hbf
01010814,0,932,Hamburg-Altona,Budapest-Keleti pu
01011026,0,588,Berlin Ostbahnhof,Schiphol (Airport)
01011008,0,259,Berlin Südkreuz,Hamburg-Altona
01010937,0,479,Berlin Ostbahnhof,Köln Hbf
01010937,0,471,Berlin Ostbahnhof,Köln/Bonn Flughafen
01010942,0,532,Berlin Hbf (tief),Krakow Glowny
01010940,0,522,Berlin Hbf,Warszawa Wschodnia
01010553,0,288,Eisenach,Hamburg-Altona
01010652,0,296,Hamburg-Altona,Leipzig Hbf
01010837,0,480,Berlin Ostbahnhof,Bonn Hbf
01010837,0,478,Berlin Ostbahnhof,Düsseldorf Hbf
01010845,0,658,Berlin Hbf (tief),Villach Hbf
01010837,0,584,Berlin Hbf,Schiphol (Airport)
01010810,0,429,Berlin Südkreuz,Westerland(Sylt)
01010802,0,259,Berlin Südkreuz,Hamburg-Altona
01010737,5,471,Berlin Ostbahnhof,Köln/Bonn Flughafen
01010442,0,241,Erfurt Hbf,Berlin-Lichtenberg
01010708,0,437,Berlin Ostbahnhof,Norddeich Mole
01010704,0,259,Berlin Südkreuz,Hamburg-Altona
01010644,25,151,Berlin Gesundbrunnen,Leipzig Hbf
01010637,0,479,Berlin Ostbahnhof,Köln Hbf
01010645,0,692,Berlin Hbf (tief),Budapest-Keleti pu
01011829,0,635,Praha hl.n.,Koebenhavn H
01011829,0,710,Praha hl.n.,Amsterdam Centraal
01011704,5,345,Stralsund Hbf,Oldenburg(Oldb)
01010550,15,715,Wien Praterstern,Ostseebad Binz
01011432,0,371,Szczecin Glowny,Praha hl.n.
01010811,0,592,Frankfurt(M) Flughafen,Ostseebad Binz
01011043,0,616,Ostseebad Binz,Brno hl.n.
01010629,0,371,Praha hl.n.,Szczecin Glowny
01010843,0,592,Ostseebad Binz,Frankfurt(M) Flughafen
01011532,0,464,Hamburg-Altona,Nürnberg Hbf
01011238,0,545,Kiel Hbf,Nürnberg Hbf
01011915,0,189,Frankfurt(Main)Hbf,Nürnberg Hbf
01011510,0,566,Budapest-Keleti pu,München Hbf
01011702,0,305,Verona Porta Nuova,München Hbf
01011334,0,306,Venezia Santa Lucia,München Hbf
01011146,0,404,Bologna Centrale,München Hbf
01011102,0,305,Verona Porta Nuova,München Hbf
01010902,0,305,Verona Porta Nuova,München Hbf
01011036,0,98,Innsbruck Hbf,München Hbf
01012251,0,306,Venezia Santa Lucia,München Hbf
01011905,0,698,Roma Termini,München Hbf
01011652,0,612,Hamburg-Altona,München Hbf
01011914,0,583,Bremen Hbf,München Hbf
01011847,0,612,Hamburg-Altona,München Hbf
01011815,0,477,Dortmund Hbf,München Hbf
01011747,15,612,Hamburg-Altona,München Hbf
01011753,15,492,Essen Hbf,München Hbf
01011640,0,597,Wien Westbahnhof,Frankfurt(Main)Hbf
01011630,0,507,Berlin Gesundbrunnen,München Hbf
01011721,0,484,Düsseldorf Hbf,München Hbf
01011132,0,605,Hamburg-Altona,Passau Hbf
01011547,0,612,Hamburg-Altona,München Hbf
01011524,30,477,Dortmund Hbf,München Hbf
01011440,0,735,Wien Westbahnhof,Dortmund Hbf
01011432,0,507,Berlin Gesundbrunnen,München Hbf
01011424,0,477,Dortmund Hbf,München Hbf
01011621,0,597,Frankfurt(Main)Hbf,Wien Westbahnhof
01011339,0,612,Hamburg-Altona,München Hbf
01011324,10,477,Dortmund Hbf,München Hbf
01011240,0,745,Wien Westbahnhof,Hamburg-Altona
01011224,0,477,Dortmund Hbf,München Hbf
01011416,0,597,Frankfurt(Main)Hbf,Wien Westbahnhof
01011147,0,612,Hamburg-Altona,München Hbf
01011100,20,477,Dortmund Hbf,München Hbf
01011040,0,735,Wien Westbahnhof,Dortmund Hbf
01011040,0,504,Berlin Hbf (tief),München Hbf
01011002,0,476,Hamm(Westf),München Hbf
01010837,0,735,Dortmund Hbf,Wien Westbahnhof
01010947,0,612,Hamburg-Altona,München Hbf
01010912,0,477,Dortmund Hbf,München Hbf
01010824,0,454,Köln Messe/Deutz,München Hbf
01010840,0,597,Wien Westbahnhof,Frankfurt(Main)Hbf
01010847,0,612,Hamburg-Altona,München Hbf
01010914,0,583,Bremen Hbf,München Hbf
01010824,0,477,Dortmund Hbf,München Hbf
01010747,0,745,Hamburg-Altona,Wien Westbahnhof
01010636,0,477,Dortmund Hbf,München Hbf
01010724,0,477,Dortmund Hbf,München Hbf
01010640,0,597,Wien Westbahnhof,Frankfurt(Main)Hbf
01010633,0,507,Berlin Gesundbrunnen,München Hbf
01010553,0,741,Köln Hbf,Wien Westbahnhof
01010502,0,477,Dortmund Hbf,München Hbf
01010718,0,605,Passau Hbf,Hamburg-Altona
01010622,0,597,Frankfurt(Main)Hbf,Wien Westbahnhof
01010422,0,455,Köln Hbf,München Hbf
01010634,0,464,Nürnberg Hbf,Hamburg-Altona
01010530,0,464,Nürnberg Hbf,Hamburg-Altona
01012255,0,149,München Hbf,Nürnberg Hbf
01012103,0,306,München Hbf,Venezia Santa Lucia
01012103,5,698,München Hbf,Roma Termini
01012050,15,304,München Hbf,Frankfurt(Main)Hbf
01012016,0,383,München Hbf,Kassel Hbf
01011950,0,477,München Hbf,Dortmund Hbf
01011916,0,507,München Hbf,Berlin Gesundbrunnen
01011850,0,477,München Hbf,Dortmund Hbf
01011036,0,707,Hamburg-Altona,Innsbruck Hbf
01011815,0,612,München Hbf,Hamburg-Altona
01011815,10,604,München Hbf,Oldenburg(Oldb)
01011749,0,477,München Hbf,Dortmund Hbf
01011731,0,98,München Hbf,Innsbruck Hbf
01011723,0,354,München Hbf,Wien Westbahnhof
01011716,0,507,München Hbf,Berlin Gesundbrunnen
01011650,5,477,München Hbf,Dortmund Hbf
01011615,0,477,München Hbf,Dortmund Hbf
01011550,0,488,München Hbf,Hannover Hbf
01011531,0,305,München Hbf,Verona Porta Nuova
01011527,0,354,München Hbf,Wien Westbahnhof
01011516,0,612,München Hbf,Hamburg-Altona
01011516,0,640,München Hbf,Lübeck Hbf
01011450,0,477,München Hbf,Dortmund Hbf
01011416,0,612,München Hbf,Hamburg-Altona
01011350,0,477,München Hbf,Dortmund Hbf
01011331,0,305,München Hbf,Verona Porta Nuova
01011327,0,566,München Hbf,Budapest-Keleti pu
01010939,0,792,Innsbruck Hbf,Stralsund Hbf
01011250,0,455,München Hbf,Köln Hbf
01011039,0,679,Garmisch-Partenkirchen,Hamburg-Altona
01011150,15,492,München Hbf,Essen Hbf
01011131,0,306,München Hbf,Venezia Santa Lucia
01011127,0,566,München Hbf,Budapest-Keleti pu
01011116,5,504,München Hbf,Berlin Hbf (tief)
01011050,0,484,München Hbf,Düsseldorf Hbf
01011050,0,455,München Hbf,Köln Hbf
01011016,0,612,München Hbf,Hamburg-Altona
01010950,15,492,München Hbf,Essen Hbf
01010931,0,404,München Hbf,Bologna Centrale
01010728,0,602,Innsbruck Hbf,Berlin Hbf (tief)
01010729,5,217,Nürnberg Hbf,Garmisch-Partenkirchen
01011648,0,287,München Hbf,Strasbourg
01011409,0,694,Hamburg-Altona,Zürich HB
01011712,0,442,Basel SBB,Dortmund Hbf
01011500,0,777,Interlaken Ost,Hamburg-Altona
01011612,0,692,Basel SBB,Berlin Ostbahnhof
01011209,0,694,Hamburg-Altona,Zürich HB
01011014,0,658,Hamburg-Altona,Konstanz
01011504,0,688,Basel SBB,Hamburg-Altona
01011116,110,745,Chur,Hamburg-Altona
01011009,0,694,Hamburg-Altona,Zürich HB
01011200,0,694,Zürich HB,Hamburg-Altona
01010630,0,745,Hamburg-Altona,Chur
01010916,80,831,Chur,Kiel Hbf
01010712,0,779,Kiel Hbf,Zürich HB
01011006,0,773,Konstanz,Greifswald
01011000,0,779,Zürich HB,Kiel Hbf
01010737,0,540,Dortmund Hbf,Chur
01010909,0,650,Konstanz,Emden Hbf
01010557,0,688,Hamburg-Altona,Basel SBB
01010800,0,779,Zürich HB,Kiel Hbf
01010537,0,442,Dortmund Hbf,Basel SBB
01010600,0,694,Zürich HB,Hamburg-Altona
01010608,0,692,Basel SBB,Berlin Ostbahnhof
01010503,0,378,Basel Bad Bf,Köln Hbf
01010402,0,295,Frankfurt(Main)Süd,Basel SBB
01010727,0,588,Münster(Westf)Hbf,Innsbruck Hbf
01010653,0,602,Salzburg Hbf,Münster(Westf)Hbf
01012140,0,157,Nürnberg Hbf,Stuttgart Hbf
01012106,0,201,Karlsruhe Hbf,Nürnberg Hbf
01011939,0,201,Nürnberg Hbf,Karlsruhe Hbf
01011906,0,373,Karlsruhe Hbf,Passau Hbf
01011739,0,201,Nürnberg Hbf,Karlsruhe Hbf
01011706,0,201,Karlsruhe Hbf,Nürnberg Hbf
01011539,0,201,Nürnberg Hbf,Karlsruhe Hbf
01011506,0,201,Karlsruhe Hbf,Nürnberg Hbf
01011339,0,201,Nürnberg Hbf,Karlsruhe Hbf
01011306,0,201,Karlsruhe Hbf,Nürnberg Hbf
01011139,0,201,Nürnberg Hbf,Karlsruhe Hbf
01011106,0,201,Karlsruhe Hbf,Nürnberg Hbf
01010939,0,201,Nürnberg Hbf,Karlsruhe Hbf
01010906,0,201,Karlsruhe Hbf,Nürnberg Hbf
01010807,0,157,Stuttgart Hbf,Nürnberg Hbf
01021516,0,640,München Hbf,Lübeck Hbf
01021450,0,477,München Hbf,Dortmund Hbf
01021416,0,612,München Hbf,Hamburg-Altona
01021350,10,477,München Hbf,Dortmund Hbf
01021331,0,305,München Hbf,Verona Porta Nuova
01021327,0,566,München Hbf,Budapest-Keleti pu
01021316,0,504,München Hbf,Berlin Hbf (tief)
01021250,0,455,München Hbf,Köln Hbf
01021250,0,492,München Hbf,Essen Hbf
01021216,0,612,München Hbf,Hamburg-Altona
01021150,0,492,München Hbf,Essen Hbf
01021131,0,306,München Hbf,Venezia Santa Lucia
01021127,0,566,München Hbf,Budapest-Keleti pu
01021116,0,694,München Hbf,Stralsund Hbf
01021050,5,484,München Hbf,Düsseldorf Hbf
01021050,0,455,München Hbf,Köln Hbf
01021016,0,612,München Hbf,Hamburg-Altona
01020950,0,492,München Hbf,Essen Hbf
01020931,25,404,München Hbf,Bologna Centrale
01020927,0,566,München Hbf,Budapest-Keleti pu
01020728,0,602,Innsbruck Hbf,Berlin Hbf (tief)
01020850,0,455,München Hbf,Köln Hbf
01020816,0,612,München Hbf,Hamburg-Altona
01020750,0,492,München Hbf,Essen Hbf
01020731,25,305,München Hbf,Verona Porta Nuova
01020727,0,566,München Hbf,Budapest-Keleti pu
01020716,0,504,München Hbf,Berlin Hbf (tief)
01020650,0,477,München Hbf,Dortmund Hbf
01020609,0,612,München Hbf,Hamburg-Altona
01020548,0,492,München Hbf,Essen Hbf
01020514,0,583,München Hbf,Bremen Hbf
01020514,0,612,München Hbf,Hamburg-Altona
01020442,0,492,München Hbf,Essen Hbf
01021643,0,268,Klagenfurt Hbf,München Hbf
01020827,0,268,München Hbf,Klagenfurt Hbf
01021816,0,241,Zürich HB,München Hbf
01021833,0,241,München Hbf,Zürich HB
01021633,0,241,München Hbf,Zürich HB
01021316,0,241,Zürich HB,München Hbf
01021233,0,241,München Hbf,Zürich HB
01020916,5,241,Zürich HB,München Hbf
01020926,0,115,Oberstdorf,Augsburg Hbf
01020716,15,241,Zürich HB,München Hbf
01020717,5,241,München Hbf,Zürich HB
01022150,0,614,München Ost,Hamburg-Altona
01022150,15,505,München Ost,Berlin-Lichtenberg
01021647,0,612,Hamburg-Altona,München Hbf
01021714,0,583,Bremen Hbf,München Hbf
01021543,0,507,Berlin Gesundbrunnen,München Hbf
01021447,0,612,Hamburg-Altona,München Hbf
01021514,0,583,Bremen Hbf,München Hbf
01021344,0,507,Berlin Gesundbrunnen,München Hbf
01021854,0,301,München Hbf,Fulda
01021247,0,612,Hamburg-Altona,München Hbf
01021314,0,583,Bremen Hbf,München Hbf
01021742,0,149,München Hbf,Nürnberg Hbf
01020952,0,612,Hamburg-Altona,München Hbf
01021715,0,120,München Hbf,Ulm Hbf
01021706,0,612,München Hbf,Hamburg-Altona
01021641,0,149,München Hbf,Nürnberg Hbf
01021114,0,583,Bremen Hbf,München Hbf
01021047,0,612,Hamburg-Altona,München Hbf
01021539,0,507,München Hbf,Berlin Gesundbrunnen
01020658,0,672,Warnemünde,München Hbf
01021449,0,507,München Hbf,Berlin Gesundbrunnen
01020831,0,507,Berlin Gesundbrunnen,München Hbf
01020546,0,612,Hamburg-Altona,München Hbf
01021356,5,115,Augsburg Hbf,Oberstdorf
01021319,0,612,München Hbf,Hamburg-Altona
01021239,0,612,München Hbf,Hamburg-Altona
01021239,0,583,München Hbf,Bremen Hbf
01020641,0,604,Oldenburg(Oldb),München Hbf
01020643,0,612,Hamburg-Altona,München Hbf
01020540,0,507,Berlin Gesundbrunnen,München Hbf
01021119,0,672,München Hbf,Warnemünde
01021047,0,583,München Hbf,Bremen Hbf
01021047,0,612,München Hbf,Hamburg-Altona
01020440,0,612,Hamburg-Altona,München Hbf
01020512,0,361,Leipzig Hbf,München Hbf
01020919,0,507,München Hbf,Berlin Gesundbrunnen
01020905,0,612,München Hbf,Hamburg-Altona
01020905,0,583,München Hbf,Bremen Hbf
01020710,0,507,München Hbf,Berlin Gesundbrunnen
01021248,0,168,Saarbrücken Hbf,Stuttgart Hbf
01021220,0,600,Frankfurt(Main)Hbf,Graz Hbf
01020621,15,456,Linz Hbf,Frankfurt(Main)Hbf
01021137,0,533,Stuttgart Hbf,Hamburg-Altona
01021020,0,152,Frankfurt(Main)Hbf,Stuttgart Hbf
01020545,0,409,Salzburg Hbf,Frankfurt(Main)Hbf
01020937,0,533,Stuttgart Hbf,Hamburg-Altona
01020503,0,369,Münster(Westf)Hbf,Stuttgart Hbf
01020822,0,570,Frankfurt(Main)Hbf,Klagenfurt Hbf
01020611,0,288,Köln Hbf,Stuttgart Hbf
01020737,0,658,Stuttgart Hbf,Greifswald
01020619,0,168,Saarbrücken Hbf,Stuttgart Hbf
01020717,0,152,Stuttgart Hbf,Frankfurt(Main)Hbf
01020611,0,342,Tübingen Hbf,Düsseldorf Hbf
01020630,0,151,Stuttgart Hbf,Mainz Hbf
01020603,0,152,Stuttgart Hbf,Frankfurt(Main)Hbf
01020556,0,304,Frankfurt(Main)Hbf,Zürich HB
01020520,0,152,Frankfurt(Main)Hbf,Stuttgart Hbf
01020508,0,533,Stuttgart Hbf,Hamburg-Altona
01020436,0,463,Leipzig Hbf,Oberstdorf
01020947,0,554,Oberstdorf,Hannover Hbf
01020539,0,304,München Hbf,Frankfurt(Main)Hbf
01020503,0,189,Stuttgart Hbf,München Hbf
01020435,0,189,Stuttgart Hbf,München Hbf
01022247,0,690,München Hbf,Paris Est
01022247,0,189,München Hbf,Stuttgart Hbf
01022247,0,667,München Hbf,Amsterdam Centraal
01022042,0,614,Zürich HB,Amsterdam Centraal
01022042,0,694,Zürich HB,Hamburg-Altona
01022112,0,224,Basel SBB,Mannheim Hbf
01021942,0,672,Zürich HB,Berlin-Lichtenberg
01021942,0,527,Zürich HB,Praha hl.n.
01021419,0,692,Berlin Ostbahnhof,Basel SBB
01021900,0,304,Zürich HB,Frankfurt(Main)Hbf
01021655,0,380,Köln Hbf,Basel SBB
01021826,0,968,Basel SBB,Koebenhavn H
01021222,10,761,Berlin Ostbahnhof,Interlaken Ost
01021700,0,694,Zürich HB,Hamburg-Altona
01021337,0,442,Dortmund Hbf,Basel SBB
01021019,5,761,Berlin Ostbahnhof,Interlaken Ost
01021255,0,380,Köln Hbf,Basel SBB
01021512,0,570,Basel SBB,Amsterdam Centraal
01021512,5,380,Basel SBB,Köln Hbf
01020819,0,692,Berlin Ostbahnhof,Basel SBB
01021200,0,761,Interlaken Ost,Berlin Ostbahnhof
01020804,0,570,Amsterdam Centraal,Basel SBB
01021055,0,380,Köln Hbf,Basel SBB
01021312,0,442,Basel SBB,Dortmund Hbf
01020619,0,761,Berlin Ostbahnhof,Interlaken Ost
01021000,0,761,Interlaken Ost,Berlin Ostbahnhof
01020540,0,559,Hannover Hbf,Basel SBB
01021112,0,380,Basel SBB,Köln Hbf
01020421,0,761,Berlin Ostbahnhof,Interlaken Ost
01020800,0,761,Interlaken Ost,Berlin Ostbahnhof
01020912,0,380,Basel SBB,Köln Hbf
01020650,0,304,Frankfurt(Main)Hbf,Zürich HB
01020600,0,761,Interlaken Ost,Berlin Ostbahnhof
01020402,0,295,Frankfurt(Main)Süd,Basel SBB
01022257,0,436,Duisburg Hbf,Basel SBB
01022154,0,125,Frankfurt(Main)Hbf,Karlsruhe Hbf
01021845,0,251,München Hbf,Karlsruhe Hbf
01021350,0,521,Berlin Südkreuz,Karlsruhe Hbf
01022006,0,134,Karlsruhe Hbf,Ulm Hbf
01021910,0,268,Karlsruhe Hbf,Kassel-Wilhelmshöhe
01020927,0,673,Stralsund Hbf,Karlsruhe Hbf
01021806,0,251,Karlsruhe Hbf,München Hbf
01021734,0,62,Stuttgart Hbf,Karlsruhe Hbf
01021708,0,62,Stuttgart Hbf,Karlsruhe Hbf
01021710,5,268,Karlsruhe Hbf,Kassel-Wilhelmshöhe
01021014,0,518,Hamburg-Altona,Karlsruhe Hbf
01021606,0,367,Karlsruhe Hbf,Salzburg Hbf
01021247,0,251,München Hbf,Karlsruhe Hbf
01021510,0,518,Karlsruhe Hbf,Hamburg-Altona
01021206,0,251,Karlsruhe Hbf,München Hbf
01020639,0,367,Salzburg Hbf,Karlsruhe Hbf
01020601,0,388,Hannover Hbf,Karlsruhe Hbf
01020648,0,251,München Hbf,Karlsruhe Hbf
01020910,0,518,Karlsruhe Hbf,Hamburg-Altona
01020502,0,268,Kassel-Wilhelmshöhe,Karlsruhe Hbf
01020741,0,62,Karlsruhe Hbf,Stuttgart Hbf
01020443,0,251,München Hbf,Karlsruhe Hbf
01020702,0,673,Karlsruhe Hbf,Stralsund Hbf
01020659,0,62,Karlsruhe Hbf,Stuttgart Hbf
01020615,0,125,Karlsruhe Hbf,Frankfurt(Main)Hbf
01020559,0,62,Karlsruhe Hbf,Stuttgart Hbf
01020457,0,251,Karlsruhe Hbf,München Hbf
01020038,5,492,München Hbf,Essen Hbf
01020005,0,304,Frankfurt(Main)Hbf,München Hbf
01022212,0,436,Basel SBB,Duisburg Hbf
01021924,0,439,Dortmund Hbf,Basel Bad Bf
01021619,0,692,Berlin Ostbahnhof,Basel SBB
01021855,0,380,Köln Hbf,Basel SBB
01021912,0,442,Basel SBB,Dortmund Hbf
01021648,0,287,München Hbf,Strasbourg
01021409,0,694,Hamburg-Altona,Zürich HB
01021712,0,559,Basel SBB,Hannover Hbf
01021500,0,384,Interlaken Ost,Frankfurt(Main)Hbf
01021641,5,97,Stuttgart Hbf,Offenburg
01021201,5,514,Emden Außenhafen,Cottbus
01021808,0,259,Berlin Südkreuz,Hamburg-Altona
01021742,0,253,Berlin Gesundbrunnen,Saalfeld(Saale)
01021737,0,479,Berlin Ostbahnhof,Köln Hbf
01021737,30,479,Berlin Ostbahnhof,Köln Hbf
01021740,0,522,Berlin Hbf,Warszawa Wschodnia
01020525,0,932,Budapest-Keleti pu,Hamburg-Altona
01021551,0,363,Leipzig Hbf,Kiel Hbf
01020708,0,789,Krakow Glowny,Hamburg-Altona
01021452,0,296,Hamburg-Altona,Leipzig Hbf
01021637,0,479,Berlin Ostbahnhof,Köln Hbf
01021637,0,479,Berlin Ostbahnhof,Köln Hbf
01021626,0,588,Berlin Ostbahnhof,Schiphol (Airport)
01021609,5,259,Berlin Südkreuz,Hamburg-Altona
01021537,0,471,Berlin Ostbahnhof,Koblenz Hbf
01021537,0,479,Berlin Ostbahnhof,Köln Hbf
01021350,5,296,Leipzig Hbf,Hamburg-Altona
01021242,0,296,Hamburg-Altona,Leipzig Hbf
01021437,0,471,Berlin Ostbahnhof,Koblenz Hbf
01021437,0,471,Berlin Ostbahnhof,Köln/Bonn Flughafen
01021440,0,522,Berlin Hbf,Warszawa Wschodnia
01021426,0,588,Berlin Ostbahnhof,Schiphol (Airport)
01021408,0,259,Berlin Südkreuz,Hamburg-Altona
01021337,0,478,Berlin Ostbahnhof,Düsseldorf Hbf
01021337,0,479,Berlin Ostbahnhof,Köln Hbf
01020540,0,670,Brno hl.n.,Hamburg-Altona
01021237,0,471,Berlin Ostbahnhof,Köln/Bonn Flughafen
01021237,0,479,Berlin Ostbahnhof,Köln Hbf
01021237,0,526,Berlin Gesundbrunnen,Wien Praterstern
01021226,0,588,Berlin Ostbahnhof,Schiphol (Airport)
01021137,10,479,Berlin Ostbahnhof,Köln Hbf
01021137,0,478,Berlin Ostbahnhof,Düsseldorf Hbf
01021115,0,455,Berlin Ostbahnhof,Aarhus
01021115,10,358,Berlin Ostbahnhof,Koebenhavn H
01020951,0,296,Leipzig Hbf,Hamburg-Altona
01020753,0,363,Kiel Hbf,Leipzig Hbf
01021037,0,479,Berlin Ostbahnhof,Köln Hbf
01021037,0,478,Berlin Ostbahnhof,Düsseldorf Hbf
01020814,0,932,Hamburg-Altona,Budapest-Keleti pu
01021026,0,588,Berlin Ostbahnhof,Schiphol (Airport)
01021008,0,259,Berlin Südkreuz,Hamburg-Altona
01020937,0,479,Berlin Ostbahnhof,Köln Hbf
01020937,0,471,Berlin Ostbahnhof,Köln/Bonn Flughafen
01020658,40,785,Hamburg Hbf,Krakow Glowny
01020940,0,522,Berlin Hbf,Warszawa Wschodnia
01020553,0,288,Eisenach,Hamburg-Altona
01020652,0,296,Hamburg-Altona,Leipzig Hbf
01020837,10,480,Berlin Ostbahnhof,Bonn Hbf
01020837,0,478,Berlin Ostbahnhof,Düsseldorf Hbf
01020614,0,820,Hamburg-Altona,Villach Hbf
01020837,0,584,Berlin Hbf,Schiphol (Airport)
01020554,0,562,Dresden Hbf,Westerland(Sylt)
01020651,0,296,Leipzig Hbf,Hamburg-Altona
01020737,0,479,Berlin Ostbahnhof,Köln Hbf
01020442,0,241,Erfurt Hbf,Berlin-Lichtenberg
01020558,0,526,Cottbus,Norddeich Mole
01020704,0,259,Berlin Südkreuz,Hamburg-Altona
01020644,0,151,Berlin Gesundbrunnen,Leipzig Hbf
01020616,0,149,Nürnberg Hbf,München Hbf
01020654,0,612,München Hbf,Hamburg-Altona
01020654,0,583,München Hbf,Bremen Hbf
01020547,0,149,Nürnberg Hbf,München Hbf
01020557,0,86,Donauwörth,München Hbf
01020532,0,56,Augsburg Hbf,München Hbf
01020458,0,612,München Hbf,Hamburg-Altona
01020437,0,507,München Hbf,Berlin Gesundbrunnen
01020001,0,504,München Hbf,Berlin Hbf (tief)
01020836,0,693,Berchtesgaden Hbf,Hamburg-Altona
01020714,0,693,Hamburg-Altona,Berchtesgaden Hbf
01020656,0,189,Stuttgart Hbf,München Hbf
01022200,0,62,Stuttgart Hbf,Karlsruhe Hbf
01020545,0,62,Stuttgart Hbf,Karlsruhe Hbf
01022045,0,304,München Hbf,Frankfurt(Main)Hbf
01021819,0,527,Berlin Ostbahnhof,Karlsruhe Hbf
01021712,0,604,Kiel Hbf,Karlsruhe Hbf
01021928,0,323,München Hbf,Wiesbaden Hbf
01021754,0,511,Berlin Ostbahnhof,Stuttgart Hbf
01021906,0,485,Paris Est,Frankfurt(Main)Hbf
01021553,0,520,Dresden Hbf,Saarbrücken Hbf
01021837,0,477,Dortmund Hbf,München Hbf
01021828,0,304,München Hbf,Frankfurt(Main)Hbf
01021137,0,670,Graz Hbf,Saarbrücken Hbf
01021609,0,518,Hamburg-Altona,Karlsruhe Hbf
01021728,0,508,München Hbf,Münster(Westf)Hbf
01021523,0,504,Berlin Ostbahnhof,München Hbf
01021710,0,485,Paris Est,Frankfurt(Main)Hbf
01021509,0,533,Hamburg-Altona,Stuttgart Hbf
01021901,0,485,Frankfurt(Main)Hbf,Paris Est
01021637,0,477,Dortmund Hbf,München Hbf
01021628,0,504,München Hbf,Berlin Hbf (tief)
01021756,0,168,Stuttgart Hbf,Saarbrücken Hbf
01021528,5,612,München Hbf,Hamburg-Altona
01021323,0,504,Berlin Ostbahnhof,München Hbf
